epoch,acc,loss,lr,val_acc,val_loss
0,0.26885474860335196,2.9039891072491693,0.001,0.27499129232609576,2.6259395947484596
1,0.3338427280223417,2.1730451204836827,0.001,0.396900034758406,1.9873587985522072
2,0.3914334366937103,1.914978134815846,0.001,0.3279345176000705,2.340684082897562
3,0.4285464786181454,1.7784447496293263,0.001,0.42720306506143635,1.7729697096684136
4,0.4638693621131222,1.6787330207723523,0.001,0.43173110423832145,1.8154568407685863
5,0.477404706809571,1.614544163894087,0.001,0.4359108324625566,1.7110627859737433
6,0.49853730952016745,1.5627932728302405,0.001,0.5022640195157793,1.5771512401016778
7,0.5126402655064433,1.5249800834521265,0.001,0.4735283872073056,1.6012421009724085
8,0.5208051347323434,1.4917590391665563,0.001,0.3885405782372725,2.004335108637104
9,0.5253023621750019,1.4701590248264558,0.001,0.518808777470989,1.4993255142134185
10,0.5296249399785105,1.444880721069697,0.001,0.5412748172199299,1.4143290192522018
11,0.5423743614347638,1.4202504150108475,0.001,0.4709160571229537,1.6525320164711372
12,0.5441645199240792,1.4094996931968973,0.001,0.5367467780534252,1.4410075494031465
13,0.551325153930788,1.3884325773233057,0.001,0.5160222919258827,1.5285852563294
14,0.5594463607114418,1.3741969849008486,0.001,0.5135841170323929,1.5041573037257472
15,0.5571322534738375,1.3608695963181372,0.0003162278,0.5168930686172065,1.4575741790554242
16,0.5673492555117985,1.341960453791415,0.001,0.48641588300912897,1.65142297545446
17,0.5692267388109297,1.3402944685709828,0.001,0.4449669104114886,1.9687114530886893
18,0.5733746670950023,1.3176714105387055,0.001,0.574364333213393,1.3597024994334956
19,0.570929572602336,1.324424488005334,0.001,0.5365726227795193,1.4515043096814741
20,0.5753831375958446,1.306447630391206,0.001,0.5306513410792123,1.4724971024427875
21,0.5859494388704658,1.2958597999230559,0.001,0.5505050503804849,1.4516882585009312
22,0.5840719556962538,1.285110735515369,0.001,0.5776732844556511,1.3236021438320935
23,0.5851635157174535,1.2816532892790058,0.001,0.5741901776799754,1.3280711701338983
24,0.5910142775964452,1.272608449249524,0.001,0.4625566003734498,1.7402245337354394
25,0.5938086713088556,1.2616719644735803,0.001,0.5581678855464833,1.4824762844698889
26,0.595991791405907,1.2566023555659926,0.001,0.5781957504849781,1.311691647246921
27,0.5980439243923341,1.25116907318768,0.001,0.586381051981337,1.2960111182228442
28,0.5976946252155309,1.2442292599929334,0.001,0.5787182166077293,1.3476147025107341
29,0.6050735712051392,1.235894725441709,0.001,0.598920236643662,1.2724707973663585
30,0.6023665021607091,1.231303730229803,0.001,0.5891675374018777,1.308304708537969
31,0.6035017246206489,1.2329153877540702,0.001,0.6008359455804881,1.250283125633564
32,0.6028904510664481,1.2236120456202875,0.001,0.571403692176391,1.3197903777613784
33,0.6084355760811562,1.2161005300054153,0.001,0.5391849530299587,1.4060277807633663
34,0.6089595249452555,1.2176021639813461,0.001,0.5358760014762866,1.5125440815440956
35,0.6132821027969099,1.2079356825414695,0.001,0.5874259839777081,1.3036287551721768
36,0.6147229620912047,1.203241981315138,0.001,0.6024033437826541,1.2188700224538582
37,0.6118849059413553,1.2017616696718536,0.001,0.5529432253154966,1.333113261940005
38,0.613107453169471,1.1981137977210434,0.001,0.6102403342121779,1.2273967273141482
39,0.6196568135152772,1.183853654368436,0.001,0.5635667015807797,1.3392861495238901
40,0.6156398724381207,1.1903768258860334,0.001,0.5943921978404737,1.3139253872605992
41,0.6228005064760593,1.1747363548073109,0.001,0.6013584115786736,1.254718996597391
42,0.6234117801317569,1.1783722364365865,0.001,0.602925809697796,1.2606617555681399
43,0.6212286599514261,1.1694177358071263,0.0003162278,0.5679205851619644,1.3532900267550856
44,0.6252019386080598,1.175149411841396,0.001,0.5971786834271018,1.2434447733876763
45,0.624197703326409,1.1714627208165487,0.001,0.5926506443747823,1.3112184658402644
46,0.625944199423829,1.1708682119724028,0.001,0.6083246255660049,1.2385067350562962
47,0.6301357901102069,1.1577700658984014,0.001,0.6036224310425506,1.2429473420876902
48,0.62812731956252,1.161649128367733,0.0003162278,0.5853361199019221,1.3074078435725096
49,0.6282146443437084,1.1610488068488563,0.001,0.5858585857755422,1.2904947182726088
50,0.6327118718045843,1.1528152311357802,0.001,0.5404040403625185,1.507187356437303
51,0.6577304283021418,1.0807596603054275,1e-04,0.6489028215449847,1.122196135974354
52,0.6706544993845327,1.0430209434579483,1e-04,0.6543016372471062,1.1084590180748142
53,0.6772038597069167,1.0331457806810909,1e-04,0.6556948797497671,1.1117055451815987
54,0.6812208007840732,1.0187098543201425,1e-04,0.6560431904013836,1.1015671314739757
55,0.6804348775607938,1.0131612751299974,1e-04,0.6612678507569358,1.0980381042190812
56,0.6841898441356337,1.008049965896331,1e-04,0.6612678507569358,1.0848396291968632
57,0.685892677867183,1.0010869087561016,1e-04,0.6570881228337343,1.0993712098703945
58,0.6860236650324595,0.9898790098593047,1e-04,0.659003831293059,1.0921497636454232
59,0.6924857005372201,0.9868729345112374,1e-04,0.6605712293706593,1.1061756082296952
60,0.6937955727026732,0.9722824201533686,1e-04,0.6633577149572873,1.0943665793447783
61,0.6935335981691269,0.9740761521237025,1e-04,0.6635318703453784,1.099669508176662
62,0.6954984063743654,0.9736996614968928,1e-04,0.659003831293059,1.0956140659861098
63,0.6936209229789425,0.9627039667633857,1e-04,0.65673981178766,1.1008591772745147
64,0.7009998690049857,0.9552333895251235,1e-04,0.6621386275728253,1.0917828465869974
65,0.6922237262014623,0.965349172450713,1e-04,0.6584813652533514,1.0882524329998982
66,0.7064576693530146,0.9401387062071921,1e-04,0.6642284916901331,1.0733111102752926
67,0.7011745186376295,0.9470905031443985,1e-04,0.6621386274482597,1.0948879665632523
68,0.7057590708979112,0.9410869047141349,1e-04,0.6675374433164686,1.0757856415107832
69,0.7068506309555456,0.9323078313935861,1e-04,0.6645768024247932,1.0833598425977116
70,0.7057590708979112,0.9322617914522286,1e-04,0.6675374433164686,1.0753400118996232
71,0.7062393572582083,0.9332389443877253,1e-04,0.6631835598183277,1.0977876582489492
72,0.7077238790198704,0.9276601465275229,1e-04,0.6616161615331179,1.1031497907489072
73,0.7109548968086855,0.9173672356074831,3.1622774e-05,0.6600487633724738,1.0992325222978023
74,0.7144042264893133,0.916494204064454,1e-04,0.6605712293706593,1.0865874409218859
75,0.7104746103416867,0.9173846528092175,1e-04,0.6664925112785757,1.0670533416911476
76,0.7171549577981172,0.902005421034255,1e-04,0.6687565307009308,1.1003061883418828
77,0.7099506614177304,0.9134659008995829,1e-04,0.6650992683814569,1.0962949893234581
78,0.7183338426603624,0.8980762417236384,1e-04,0.6638801810800385,1.102733132939686
79,0.7226564206083086,0.8916906500515374,1e-04,0.663880180955473,1.1055277572696278
80,0.7154084617839767,0.905358479027456,1e-04,0.6684082200077924,1.0976582463300009
81,0.7275466096248709,0.8726756032500179,3.1622774e-05,0.6626610936125327,1.1084611641326794
