epoch,acc,loss,lr,val_acc,val_loss
60,0.5943754087483049,1.2067256186713782,0.001,0.5529432253673989,1.3395720041823778
61,0.5975147155133212,1.2073750029572843,0.001,0.4911180773561153,1.5982364573075105
62,0.5960322650827197,1.2068127489048384,0.001,0.5921281783454554,1.2271552220822544
63,0.5943318072944418,1.2082811094302353,0.001,0.5783699059561128,1.2444624076608746
64,0.5956398517289712,1.2029970500109006,0.001,0.578544061302682,1.2901945727828985
65,0.5972095051257731,1.204291968135655,0.001,0.42807384188770625,1.712999799408509
66,0.6006976237140087,1.1964476330233005,0.001,0.5670498084914016,1.34739263511958
67,0.5981687377500773,1.2020837936028173,0.0003162278,0.5510275165551384,1.347439772573675
68,0.6025724874671726,1.1931887657730205,0.001,0.5961337513684479,1.2485117370016854
69,0.6032701111681872,1.1909662854107528,0.001,0.4879832811074903,1.6208004425810174
70,0.6008720296334149,1.1934409710532938,0.001,0.6111111111111112,1.1905339116711353
71,0.6003488118544055,1.1920964558451477,0.001,0.6027516545380752,1.2031939449479712
72,0.6044037497404849,1.1891565144646783,0.001,0.6036224311878772,1.2384690404644165
73,0.600828428179552,1.194210671853572,0.001,0.5717520027864855,1.259072289571493
74,0.6110747765268093,1.1825216064843993,0.001,0.5090560780838781,1.5412841232675827
75,0.6058425986327609,1.1847878773175529,0.0003162278,0.5566004876661118,1.317112025546928
76,0.6040985393633321,1.188717487494047,0.001,0.5492859630790665,1.3476381763187861
77,0.6088511009608215,1.1792389286663736,0.001,0.5835945663635675,1.2541592898413678
78,0.6117724002564112,1.1714706233989083,0.001,0.5653082549841884,1.4591623571682208
79,0.6111619794813148,1.1822274627939195,0.001,0.6043190526052952,1.2032164961815877
80,0.6124264224723764,1.17235068144922,0.0003162278,0.5595611285266457,1.3026591487895816
81,0.6346195770396317,1.109236956936928,1e-04,0.6487286659700453,1.0885084500008866
82,0.6453019402685679,1.086410891502959,1e-04,0.6407175200278649,1.1085629361052
83,0.6477872247890317,1.0786143424465735,1e-04,0.6440264716126786,1.0900052141869205
84,0.6528013952318453,1.0609755554541227,1e-04,0.646116335833791,1.0990432747063925
85,0.6532810115595905,1.0570038105060469,1e-04,0.6482061999303379,1.0916883814671197
86,0.6558098975105278,1.0466601661744916,1e-04,0.6509926855377269,1.0878407226460856
87,0.6490952692131656,1.0542122666654385,1e-04,0.6489028212958535,1.0913437856941928
88,0.6584259865043313,1.0314202695701646,1e-04,0.6508185301911578,1.082953189981395
89,0.6574231523741869,1.0438039373150831,1e-04,0.6478578892371996,1.0878381275291935
90,0.6591236101767584,1.0339341766776564,1e-04,0.650296064099548,1.0895615711066
91,0.6605624590976217,1.036003241592018,3.1622774e-05,0.6480320445837687,1.0852296918329567
92,0.6597776324628926,1.0293378379757119,1e-04,0.6518634622082898,1.0888772483737326
93,0.6609984739325211,1.0295615619580833,1e-04,0.6539533264294023,1.0815595544949927
94,0.6622193154801151,1.0279667228401839,1e-04,0.6506443747615449,1.0835618874371489
95,0.6654894266638954,1.0183526404885808,1e-04,0.6536050156739812,1.0821695808997265
96,0.6647045999797881,1.0235909092340538,1e-04,0.6518634622082898,1.0763528006120826
97,0.6691955526513889,1.0156572863040523,1e-04,0.6516893068409597,1.0790746808674891
98,0.6672770874339665,1.0145511087260008,3.1622774e-05,0.653605015736264,1.071756125119288
99,0.6703291911782069,1.0083809999954942,1e-04,0.6480320445630078,1.092716954012691
