epoch,acc,loss,lr,val_acc,val_loss
0,0.2902409217877095,3.0449654869527123,0.001,0.3101706723953448,2.9622872155620343
1,0.40824904768420706,2.30118728240425,0.001,0.4134447927239962,2.1803543325169747
2,0.4713866631847645,1.9700001650492518,0.001,0.4535005227463123,1.9516443602509799
3,0.5011165112333992,1.808076751003009,0.001,0.4305120167396742,1.9039894959437478
4,0.5168790227451656,1.7025128727676604,0.001,0.4503657261758929,1.9904968158910599
5,0.53553132803074,1.6230040826126877,0.001,0.5229885058405507,1.6543021905052666
6,0.5485791847670244,1.566993146092176,0.001,0.49999999950173757,1.7128533553429408
7,0.5561101624570965,1.5213027069012126,0.001,0.34413096493480516,1.974401977285613
8,0.5680196155254924,1.4772795301857697,0.001,0.5168930686172065,1.5549436088888873
9,0.5728359384713999,1.4424564415521528,0.001,0.531696272909496,1.5778560152621852
10,0.5836507727748129,1.4091866899170336,0.001,0.5663531868767547,1.4595791844281947
11,0.5838259118148954,1.3874502595812714,0.001,0.5160222920504484,1.577270104842749
12,0.5956040106756507,1.3620352202170816,0.001,0.5626959244327153,1.4940536043362433
13,0.6000262708263914,1.351086382419321,0.001,0.47091605730980207,1.6305939420844902
14,0.603485266487644,1.3291593459917819,0.001,0.26680599090759033,2.263031036336428
15,0.6103156880147769,1.3072428045540485,0.001,0.5680947406746211,1.433035658859949
16,0.6087832216796005,1.299524640367841,0.001,0.5644374783966691,1.4117215365659315
17,0.6154385042449442,1.2832818332270255,0.001,0.43939393967421203,1.7722499609325706
18,0.6191164237186962,1.2680623129697224,0.001,0.45628700788658033,1.8437684362501852
19,0.6229256972878685,1.263661117889641,0.001,0.5727969351773144,1.4212963517971962
20,0.6199483340475197,1.25545740295111,0.001,0.5700104494661207,1.3742472095300162
21,0.6310696616012654,1.2278097008097124,0.001,0.5165447577579808,1.5332623451107348
